UIK,UIK.NO,VOTERS,BULL.RECEIVED,BULL.ISS.PRELIMINARY,BULL.ISS.PRELIMINARY.TIK,BULL.ISS.UIK.DAYOFVOTE,BULL.ISS.EXTRA,BULL.CANCELLED,BULL.PORTABLE_BOXES,BULL.STATIONARY_BOXES,BULL.INVALID,BULL.VALID,BULL.LOST,BULL.NOT.RECORDED,TIK.NO,BIKBAEV,BIKBAEV.pct,IVANOVA,IVANOVA.pct,PETROV,PETROV.pct,POLTAVCHENKO,POLTAVCHENKO.pct,SUKHENKO,SUKHENKO.pct
"УИК №444",444,1829,1300,269,175,611,11,584,11,901,21,891,0,0,11,22,0.0241,52,0.057,12,0.0132,766,0.8399,39,0.0428
"УИК №445",445,2146,1800,413,181,560,4,1004,4,967,23,948,0,0,11,21,0.0216,73,0.0752,21,0.0216,794,0.8177,39,0.0402
"УИК №446",446,1782,1300,336,228,536,48,608,48,916,80,884,0,0,11,11,0.0114,55,0.0571,11,0.0114,789,0.8185,18,0.0187
"УИК №447",447,2488,1800,366,238,621,9,1042,9,978,13,974,0,0,11,44,0.0446,153,0.155,46,0.0466,655,0.6636,76,0.077
"УИК №448",448,2564,1800,376,222,428,7,1211,7,790,14,783,0,0,11,35,0.0439,95,0.1192,22,0.0276,595,0.7465,36,0.0452
"УИК №449",449,2550,1800,372,188,1147,10,459,10,1137,23,1124,0,0,11,34,0.0296,194,0.1691,31,0.027,786,0.6853,79,0.0689
"УИК №450",450,2235,1800,325,265,1034,18,688,18,1005,29,994,0,0,11,35,0.0342,84,0.0821,16,0.0156,827,0.8084,32,0.0313
"УИК №451",451,2079,1800,300,219,671,24,1024,24,1052,114,962,0,0,11,35,0.0325,114,0.1059,26,0.0242,726,0.6747,61,0.0567
"УИК №452",452,2484,1800,300,295,757,6,1032,6,1052,18,1040,0,0,11,21,0.0198,68,0.0643,14,0.0132,906,0.8563,31,0.0293
"УИК №453",453,2685,1800,299,175,543,34,1099,34,832,36,830,0,0,11,24,0.0277,95,0.1097,49,0.0566,576,0.6651,86,0.0993
"УИК №454",454,1789,1300,243,171,336,12,880,12,563,15,560,0,0,11,16,0.0278,60,0.1043,14,0.0243,450,0.7826,20,0.0348
"УИК №455",455,2195,1800,308,189,765,12,904,12,1070,28,1054,0,0,11,18,0.0166,81,0.0749,22,0.0203,914,0.8447,19,0.0176
"УИК №456",456,2485,1800,363,218,711,15,929,15,849,30,834,0,0,11,20,0.0231,110,0.1273,12,0.0139,670,0.7755,22,0.0255
"УИК №457",457,2241,1800,329,208,1145,5,529,5,1117,28,1094,0,0,11,55,0.049,84,0.0749,22,0.0196,901,0.803,32,0.0285
"УИК №458",458,2507,1800,376,298,836,62,824,62,1212,58,1216,0,0,11,16,0.0126,69,0.0542,30,0.0235,1080,0.8477,21,0.0165
"УИК №459",459,2406,1800,334,213,840,39,800,39,1174,35,1178,0,0,11,16,0.0132,98,0.0808,43,0.0354,970,0.7997,51,0.042
"УИК №460",460,2284,1800,436,286,489,10,1151,10,915,31,894,0,0,11,21,0.0227,49,0.053,12,0.013,788,0.8519,24,0.0259
"УИК №461",461,2246,1800,258,178,797,9,914,9,1025,29,1005,0,0,11,16,0.0155,84,0.0812,19,0.0184,863,0.8346,23,0.0222
"УИК №462",462,1793,1300,262,183,552,26,643,26,814,13,827,0,0,11,42,0.05,68,0.081,35,0.0417,613,0.7298,69,0.0821
"УИК №463",463,2135,1300,300,193,1020,21,152,21,1152,31,1142,0,0,11,98,0.0835,163,0.139,72,0.0614,685,0.584,124,0.1057
"УИК №464",464,2119,1300,420,408,541,9,738,9,948,19,938,0,0,11,22,0.023,57,0.0596,11,0.0115,828,0.8652,20,0.0209
"УИК №465",465,1866,1300,277,268,640,11,640,11,917,27,901,0,0,11,16,0.0172,64,0.069,9,0.0097,778,0.8384,34,0.0366
"УИК №466",466,2336,1800,299,180,375,16,1290,16,670,40,646,0,0,11,27,0.0394,83,0.121,8,0.0117,480,0.6997,48,0.0699
"УИК №467",467,1878,1800,254,146,285,18,1389,18,535,18,535,0,0,11,6,0.0108,55,0.0995,13,0.0235,435,0.7866,26,0.047
"УИК №468",468,1970,1300,348,145,359,14,724,14,693,30,677,0,0,11,9,0.0127,46,0.0651,11,0.0156,564,0.7977,47,0.0665
"УИК №469",469,2505,1800,365,278,626,12,1075,12,1003,1,1014,0,0,11,2,0.002,103,0.1015,50,0.0493,801,0.7892,58,0.0571
"УИК №470",470,2177,1800,320,292,1063,25,684,25,1149,6,1168,0,0,11,14,0.0119,164,0.1397,14,0.0119,948,0.8075,28,0.0239
"УИК №471",471,2188,1800,324,319,881,0,914,0,876,8,868,0,0,11,16,0.0183,86,0.0982,19,0.0217,717,0.8185,30,0.0342
"УИК №472",472,2640,1800,393,366,1420,13,340,13,1433,13,1433,0,0,11,93,0.0643,240,0.166,13,0.009,999,0.6909,88,0.0609
"УИК №473",473,2154,1800,377,364,1177,7,603,7,1184,7,1184,0,0,11,25,0.021,101,0.0848,49,0.0411,923,0.775,86,0.0722
"УИК №474",474,2538,1800,371,344,902,10,861,10,1273,13,1270,0,0,11,41,0.032,194,0.1512,59,0.046,825,0.643,151,0.1177
"УИК №475",475,2423,1800,354,328,1038,9,727,9,1405,8,1406,0,0,11,3,0.0021,66,0.0467,12,0.0085,1299,0.9187,26,0.0184
"УИК №476",476,1386,1300,201,70,515,6,648,6,652,15,643,0,0,11,5,0.0076,26,0.0395,3,0.0046,592,0.8997,17,0.0258
"УИК №477",477,2823,1920,407,169,1202,40,440,40,1609,0,1649,0,0,11,142,0.0861,155,0.094,100,0.0606,1154,0.6998,98,0.0594
"УИК №478",478,2526,1920,361,135,755,16,923,16,1110,30,1096,0,0,11,24,0.0213,120,0.1066,44,0.0391,871,0.7735,37,0.0329
"УИК №479",479,2468,1920,353,175,1158,40,544,40,1477,43,1474,0,0,11,62,0.0409,204,0.1345,43,0.0283,1091,0.7192,74,0.0488
"УИК №480",480,2588,1920,373,149,1111,44,541,44,1444,18,1470,0,0,11,11,0.0074,54,0.0363,15,0.0101,1360,0.914,30,0.0202
"УИК №481",481,2634,1920,381,147,906,33,747,33,1310,5,1338,0,0,11,62,0.0462,96,0.0715,54,0.0402,1076,0.8012,50,0.0372
"УИК №482",482,2534,1920,370,107,1174,17,466,17,1654,27,1644,0,0,11,7,0.0042,72,0.0431,13,0.0078,1533,0.9174,19,0.0114
"УИК №483",483,1705,1420,251,102,613,6,652,6,864,0,870,0,0,11,48,0.0552,59,0.0678,50,0.0575,655,0.7529,58,0.0667
"УИК №484",484,2118,1300,313,249,895,25,316,25,1207,25,1207,0,0,11,9,0.0073,75,0.0609,6,0.0049,1099,0.892,18,0.0146
"УИК №485",485,2289,1800,339,284,952,76,717,76,1287,15,1348,0,0,11,18,0.0132,54,0.0396,14,0.0103,1239,0.909,23,0.0169
"УИК №486",486,2584,1800,332,255,1134,4,585,4,1466,36,1434,0,0,11,25,0.017,72,0.049,17,0.0116,1299,0.8837,21,0.0143
"УИК №487",487,2020,1300,296,197,812,7,382,7,1108,26,1089,0,0,11,8,0.0072,54,0.0484,14,0.0126,997,0.8942,16,0.0143
"УИК №488",488,1860,1300,340,240,335,5,860,5,675,23,657,0,0,11,14,0.0206,61,0.0897,12,0.0176,558,0.8206,12,0.0176
"УИК №489",489,1985,1300,432,232,457,3,640,3,883,26,860,0,0,11,10,0.0113,65,0.0734,17,0.0192,751,0.8476,17,0.0192
"УИК №490",490,2029,1300,291,221,696,64,470,64,986,20,1030,0,0,11,12,0.0114,81,0.0771,14,0.0133,910,0.8667,13,0.0124
"УИК №491",491,1827,1300,261,202,763,109,369,109,854,13,950,0,0,11,17,0.0177,49,0.0509,7,0.0073,864,0.8972,13,0.0135
"УИК №492",492,2284,1800,296,223,1145,8,574,8,1433,18,1423,0,0,11,14,0.0097,67,0.0465,15,0.0104,1297,0.9001,30,0.0208
"УИК №493",493,2230,1800,321,227,1113,9,584,9,1432,17,1424,0,0,11,14,0.0097,56,0.0389,11,0.0076,1333,0.9251,10,0.0069
"УИК №494",494,1990,1300,288,229,1020,12,209,12,1235,26,1221,0,0,11,13,0.0104,72,0.0577,11,0.0088,1111,0.8909,14,0.0112
"УИК №495",495,2519,1800,351,231,1124,12,544,12,1458,35,1435,0,0,11,14,0.0095,71,0.0483,14,0.0095,1312,0.8925,24,0.0163
"УИК №496",496,1884,1300,277,198,563,4,654,4,840,17,827,0,0,11,19,0.0225,74,0.0877,9,0.0107,713,0.8448,12,0.0142
"УИК №497",497,1891,1300,279,223,738,5,501,5,1016,35,986,0,0,11,23,0.0225,87,0.0852,7,0.0069,833,0.8159,36,0.0353
"УИК №498",498,2344,1800,296,223,833,65,829,65,1106,20,1151,0,0,11,13,0.0111,91,0.0777,27,0.0231,972,0.8301,48,0.041
"УИК №499",499,2592,1800,384,205,1077,6,538,6,1467,30,1443,0,0,11,7,0.0048,76,0.0516,8,0.0054,1336,0.907,16,0.0109
"УИК №500",500,2549,1800,374,219,819,10,816,10,1192,19,1183,0,0,11,7,0.0058,120,0.0998,63,0.0524,977,0.8128,16,0.0133
"УИК №501",501,1765,1300,237,142,873,6,326,6,1110,15,1101,0,0,11,5,0.0045,54,0.0484,13,0.0116,1017,0.9113,12,0.0108
"УИК №502",502,2772,2500,401,238,1151,17,1169,17,1551,21,1547,0,0,11,13,0.0083,48,0.0306,10,0.0064,1463,0.933,13,0.0083
"УИК №503",503,2795,2400,402,244,1362,11,869,11,1764,37,1738,0,0,11,51,0.0287,123,0.0693,72,0.0406,1429,0.8051,63,0.0355
"УИК №504",504,2466,1800,353,262,774,10,925,10,1124,13,1121,0,0,11,24,0.0212,73,0.0644,22,0.0194,972,0.8571,30,0.0265
"УИК №505",505,2572,1800,368,261,1215,8,470,8,1322,38,1292,0,0,11,14,0.0105,86,0.0647,19,0.0143,1153,0.8669,20,0.015
"УИК №506",506,2651,1800,382,261,1403,2,274,2,1664,8,1658,0,0,11,8,0.0048,69,0.0414,12,0.0072,1554,0.9328,15,0.009
"УИК №1724",1724,1137,1000,51,7,459,12,485,12,508,16,504,0,0,12,4,0.0077,73,0.1404,30,0.0577,374,0.7192,23,0.0442
"УИК №1725",1725,1098,1000,88,6,452,6,460,6,540,28,518,0,0,12,13,0.0238,80,0.1465,16,0.0293,380,0.696,29,0.0531
"УИК №1729",1729,1122,1000,100,18,606,5,307,5,704,42,667,0,0,12,14,0.0197,48,0.0677,12,0.0169,568,0.8011,25,0.0353
"УИК №1730",1730,1200,1000,107,5,571,43,284,43,676,18,701,0,0,12,6,0.0083,54,0.0751,12,0.0167,613,0.8526,16,0.0223
"УИК №1731",1731,2425,2000,97,26,352,5,1572,5,447,19,433,0,0,12,18,0.0398,51,0.1128,20,0.0442,325,0.719,19,0.042
"УИК №1732",1732,2393,2000,108,39,530,13,1388,13,409,9,413,0,0,12,7,0.0166,42,0.0995,16,0.0379,323,0.7654,25,0.0592
"УИК №1733",1733,2268,2000,108,26,416,4,1498,4,519,15,508,0,0,12,11,0.021,56,0.1071,15,0.0287,405,0.7744,21,0.0402
"УИК №1734",1734,2396,2000,115,32,411,7,1499,7,526,23,510,0,0,12,13,0.0244,55,0.1032,17,0.0319,395,0.7411,30,0.0563
"УИК №1735",1735,2241,2000,122,51,680,10,1239,10,802,24,788,0,0,12,5,0.0062,49,0.0603,17,0.0209,689,0.8485,28,0.0345
"УИК №1736",1736,2535,2000,105,29,502,9,1413,9,493,28,474,0,0,12,11,0.0219,77,0.1534,8,0.0159,352,0.7012,26,0.0518
"УИК №1737",1737,2213,2000,99,34,588,14,1333,14,626,23,617,0,0,12,15,0.0234,55,0.0859,12,0.0188,518,0.8094,17,0.0266
"УИК №1738",1738,1998,1500,75,26,383,9,1059,9,383,18,374,0,0,12,9,0.023,36,0.0918,11,0.0281,302,0.7704,16,0.0408
"УИК №1739",1739,1975,1500,82,34,299,5,1148,5,381,13,373,0,0,12,13,0.0337,38,0.0984,13,0.0337,298,0.772,11,0.0285
"УИК №1740",1740,2029,1500,89,34,1203,14,228,14,1289,24,1279,0,0,12,61,0.0468,130,0.0998,23,0.0177,1024,0.7859,41,0.0315
"УИК №1741",1741,1552,1500,90,40,239,11,1200,11,327,15,323,0,0,12,4,0.0118,43,0.1272,9,0.0266,244,0.7219,23,0.068
"УИК №1742",1742,2063,1500,70,31,1231,23,207,23,1229,22,1230,0,0,12,19,0.0152,131,0.1046,34,0.0272,992,0.7923,54,0.0431
"УИК №1743",1743,1742,1500,68,20,1117,34,301,34,1185,8,1211,0,0,12,27,0.0221,154,0.1263,24,0.0197,908,0.7449,98,0.0804
"УИК №1744",1744,2553,1500,86,51,274,6,1185,6,350,25,331,0,0,12,11,0.0309,52,0.1461,6,0.0169,253,0.7107,9,0.0253
"УИК №1745",1745,1716,1500,63,31,225,60,1183,60,288,10,338,0,0,12,7,0.0201,31,0.0891,11,0.0316,283,0.8132,6,0.0172
"УИК №1746",1746,1142,1000,63,31,131,4,833,4,192,15,181,0,0,12,3,0.0153,27,0.1378,6,0.0306,137,0.699,8,0.0408
"УИК №1747",1747,2063,1500,199,106,367,0,1040,0,566,26,540,0,0,12,14,0.0247,45,0.0795,13,0.023,438,0.7739,30,0.053
"УИК №1748",1748,2045,1500,91,53,383,2,1077,2,435,28,409,0,0,12,13,0.0297,62,0.1419,7,0.016,302,0.6911,25,0.0572
"УИК №1749",1749,1897,1500,75,30,1075,7,373,7,1150,13,1144,0,0,12,7,0.0061,153,0.1322,21,0.0182,936,0.809,27,0.0233
"УИК №1750",1750,1990,1500,73,33,1133,6,321,6,1206,21,1191,0,0,12,11,0.0091,112,0.0924,21,0.0173,973,0.8028,74,0.0611
"УИК №1751",1751,1924,1500,101,25,1054,4,366,4,1151,0,1155,0,0,12,14,0.0121,116,0.1004,33,0.0286,924,0.8,68,0.0589
"УИК №1752",1752,2380,2000,107,40,322,23,1588,23,428,16,435,0,0,12,6,0.0133,49,0.1086,20,0.0443,340,0.7539,20,0.0443
"УИК №1753",1753,2467,2000,128,55,343,19,1565,19,470,17,472,0,0,12,11,0.0225,60,0.1227,5,0.0102,380,0.7771,16,0.0327
"УИК №1754",1754,2417,2000,111,55,1438,8,498,8,1465,27,1446,0,0,12,23,0.0156,158,0.1073,39,0.0265,1157,0.7855,69,0.0468
"УИК №1756",1756,2026,1500,67,39,285,81,1106,81,351,11,421,0,0,12,9,0.0208,40,0.0926,15,0.0347,332,0.7685,25,0.0579
"УИК №1757",1757,3127,2500,86,46,390,11,2059,11,471,27,455,0,0,12,19,0.0394,58,0.1203,21,0.0436,325,0.6743,32,0.0664
"УИК №1758",1758,2432,2000,124,56,439,6,1487,6,563,17,552,0,0,12,18,0.0316,79,0.1388,18,0.0316,400,0.703,37,0.065
"УИК №1759",1759,1055,1000,40,21,589,22,370,22,621,12,631,0,0,12,5,0.0078,93,0.1446,9,0.014,505,0.7854,19,0.0295
"УИК №1760",1760,1690,1500,264,32,590,58,620,58,854,23,889,0,0,12,5,0.0055,35,0.0384,7,0.0077,825,0.9046,17,0.0186
"УИК №1761",1761,1812,1500,269,19,355,12,883,12,624,11,625,0,0,12,10,0.0157,51,0.0802,7,0.011,547,0.8601,10,0.0157
"УИК №1762",1762,1884,1500,239,53,469,19,826,19,708,23,704,0,0,12,8,0.011,49,0.0674,10,0.0138,615,0.8459,22,0.0303
"УИК №1764",1764,2246,2000,115,57,1231,13,698,13,1311,21,1303,0,0,12,38,0.0287,138,0.1042,39,0.0295,1042,0.787,46,0.0347
"УИК №1765",1765,1740,1500,79,41,399,25,1038,25,478,15,488,0,0,12,23,0.0457,42,0.0835,10,0.0199,400,0.7952,13,0.0258
"УИК №1766",1766,1718,1500,75,22,228,27,1192,27,299,9,317,0,0,12,17,0.0521,33,0.1012,6,0.0184,244,0.7485,17,0.0521
"УИК №1768",1768,2005,1500,122,46,1236,28,160,28,1208,33,1203,0,0,12,26,0.021,139,0.1125,23,0.0186,962,0.7783,53,0.0429
"УИК №1769",1769,2226,2000,117,40,489,41,1393,41,606,26,621,0,0,12,12,0.0185,45,0.0696,10,0.0155,531,0.8207,23,0.0355
"УИК №1770",1770,1962,1500,84,45,440,7,1014,7,435,29,413,0,0,12,12,0.0271,50,0.1131,10,0.0226,322,0.7285,19,0.043
"УИК №1771",1771,2149,2000,187,40,1103,17,733,17,1290,19,1288,0,0,12,6,0.0046,156,0.1194,29,0.0222,1031,0.7888,66,0.0505
"УИК №1772",1772,1956,1500,138,34,1046,4,346,4,1184,14,1174,0,0,12,8,0.0067,156,0.1313,13,0.0109,939,0.7904,58,0.0488
"УИК №1773",1773,1439,1500,140,27,703,28,656,28,843,11,860,0,0,12,7,0.008,131,0.1504,8,0.0092,691,0.7933,23,0.0264
"УИК №1774",1774,1854,1500,33,16,191,5,1287,5,223,14,214,0,0,12,4,0.0175,23,0.1009,10,0.0439,165,0.7237,12,0.0526
"УИК №1775",1775,1958,1500,127,49,320,8,1094,8,447,32,423,0,0,12,22,0.0484,45,0.0989,7,0.0154,331,0.7275,18,0.0396
"УИК №1776",1776,2106,1500,92,29,337,9,1091,9,429,26,412,0,0,12,7,0.016,79,0.1804,14,0.032,285,0.6507,27,0.0616
"УИК №1777",1777,1680,1500,90,25,938,9,488,9,1028,20,1017,0,0,12,10,0.0096,103,0.0993,38,0.0366,814,0.785,52,0.0501
"УИК №1778",1778,2074,1500,110,37,1156,6,265,6,1260,21,1245,0,0,12,11,0.0087,52,0.0411,28,0.0221,996,0.7867,158,0.1248
"УИК №1779",1779,2511,2000,128,52,813,19,1092,19,813,14,818,0,0,12,21,0.0252,76,0.0913,12,0.0144,692,0.8317,17,0.0204
"УИК №1780",1780,2341,2000,111,40,681,12,1236,11,710,10,711,0,0,12,15,0.0208,65,0.0902,9,0.0125,603,0.8363,19,0.0264
"УИК №1781",1781,2524,2000,95,37,350,27,1565,25,444,28,441,0,0,12,16,0.0341,53,0.113,12,0.0256,337,0.7186,23,0.049
"УИК №1782",1782,1945,1500,90,22,279,4,1149,4,369,20,353,0,0,12,2,0.0054,67,0.1796,13,0.0349,260,0.6971,11,0.0295
"УИК №1783",1783,2248,2000,133,35,403,17,1482,17,536,36,517,0,0,12,15,0.0271,54,0.0976,11,0.0199,423,0.7649,14,0.0253
"УИК №1784",1784,1954,1500,72,23,272,4,1175,4,344,11,337,0,0,12,9,0.0259,44,0.1264,10,0.0287,257,0.7385,17,0.0489
"УИК №1785",1785,2007,1500,78,26,1305,4,139,4,1223,23,1204,0,0,12,24,0.0196,169,0.1377,19,0.0155,964,0.7857,28,0.0228
"УИК №1786",1786,1820,1500,59,20,222,2,1237,2,281,14,269,0,0,12,8,0.0283,34,0.1201,11,0.0389,207,0.7314,9,0.0318
"УИК №1787",1787,2058,1500,112,45,256,10,1167,10,366,27,349,0,0,12,7,0.0186,51,0.1356,9,0.0239,269,0.7154,13,0.0346
"УИК №1793",1793,1992,1500,376,61,743,3,439,3,1119,58,1064,0,0,12,8,0.0071,17,0.0152,5,0.0045,1013,0.9029,21,0.0187
"УИК №1794",1794,2435,1500,105,51,439,6,1001,6,541,37,510,0,0,12,7,0.0128,73,0.1335,13,0.0238,399,0.7294,18,0.0329
"УИК №1795",1795,1977,1500,116,57,250,5,1186,5,366,23,348,0,0,12,6,0.0162,55,0.1482,9,0.0243,261,0.7035,17,0.0458
"УИК №1796",1796,1506,1500,360,37,617,14,546,14,971,24,961,0,0,12,10,0.0102,36,0.0365,14,0.0142,892,0.9056,9,0.0091
"УИК №1797",1797,1899,1500,508,61,661,5,387,5,1161,28,1138,0,0,12,17,0.0146,52,0.0446,12,0.0103,1042,0.8937,15,0.0129
"УИК №1798",1798,2178,2000,542,39,1370,11,116,11,1370,47,1334,0,0,12,12,0.0087,53,0.0384,13,0.0094,1219,0.8827,37,0.0268
"УИК №1799",1799,1920,1500,385,37,733,18,401,18,1100,22,1096,0,0,12,8,0.0072,41,0.0367,8,0.0072,1025,0.9168,14,0.0125
"УИК №1800",1800,2192,1500,403,55,447,2,703,2,848,64,786,0,0,12,17,0.02,54,0.0635,9,0.0106,677,0.7965,29,0.0341
"УИК №1801",1801,2224,2000,106,40,386,7,1541,7,485,53,439,0,0,12,20,0.0407,74,0.1504,12,0.0244,315,0.6402,18,0.0366
"УИК №1802",1802,2613,2000,436,46,905,7,698,7,1337,42,1302,0,0,12,9,0.0067,66,0.0491,16,0.0119,1193,0.8876,18,0.0134
"УИК №1803",1803,2705,2000,152,49,441,4,1452,4,590,29,565,0,0,12,15,0.0253,87,0.1465,13,0.0219,423,0.7121,27,0.0455
"УИК №1804",1804,2318,2000,328,71,309,11,1423,11,637,18,630,0,0,12,10,0.0154,67,0.1034,4,0.0062,538,0.8302,11,0.017
"УИК №1805",1805,2573,2000,442,44,1042,12,548,12,1129,43,1098,0,0,12,17,0.0149,65,0.057,44,0.0386,940,0.8238,32,0.028
"УИК №1806",1806,2022,1500,65,33,346,3,1119,3,408,40,371,0,0,12,28,0.0681,63,0.1533,14,0.0341,250,0.6083,16,0.0389
"УИК №1807",1807,2792,2000,98,35,800,7,1130,7,835,36,806,0,0,12,17,0.0202,61,0.0724,16,0.019,697,0.8278,15,0.0178
"УИК №1808",1808,2470,2000,208,49,401,7,1433,7,609,23,593,0,0,12,21,0.0341,84,0.1364,19,0.0308,446,0.724,23,0.0373
"УИК №1809",1809,1630,1500,410,27,600,10,507,10,1010,37,983,0,0,12,7,0.0069,50,0.049,13,0.0127,905,0.8873,8,0.0078
"УИК №1810",1810,2246,2000,566,59,909,3,581,3,1231,23,1211,0,0,12,14,0.0113,46,0.0373,14,0.0113,1117,0.9052,20,0.0162
"УИК №1812",1812,2585,2000,87,37,361,7,1582,7,445,23,429,0,0,12,19,0.042,64,0.1416,10,0.0221,303,0.6704,33,0.073
"УИК №1813",1813,2578,2000,118,51,398,8,1527,8,516,22,502,0,0,12,15,0.0286,59,0.1126,9,0.0172,369,0.7042,50,0.0954
"УИК №1814",1814,2059,1500,97,47,293,7,1150,7,390,17,380,0,0,12,7,0.0176,35,0.0882,5,0.0126,298,0.7506,35,0.0882
"УИК №1815",1815,1891,1500,120,47,1025,1,401,1,1145,11,1135,0,0,12,7,0.0061,156,0.1361,10,0.0087,908,0.7923,54,0.0471
"УИК №1816",1816,1898,1500,101,52,1164,4,283,4,1160,25,1139,0,0,12,11,0.0095,169,0.1452,8,0.0069,911,0.7826,40,0.0344
"УИК №1817",1817,2152,1500,134,80,286,8,1152,8,420,14,414,0,0,12,12,0.028,50,0.1168,8,0.0187,313,0.7313,31,0.0724
"УИК №1818",1818,1452,1000,116,57,257,2,682,2,373,9,366,0,0,12,14,0.0373,43,0.1147,9,0.024,275,0.7333,25,0.0667
"УИК №1819",1819,2384,2000,155,81,402,3,1521,3,554,19,538,0,0,12,12,0.0215,58,0.1041,8,0.0144,413,0.7415,47,0.0844
"УИК №1820",1820,1536,1500,82,41,266,6,1187,6,348,38,316,0,0,12,5,0.0141,34,0.096,7,0.0198,243,0.6864,27,0.0763
"УИК №1821",1821,2451,2000,152,97,330,2,1613,2,482,25,459,0,0,12,10,0.0207,49,0.1012,8,0.0165,330,0.6818,62,0.1281
"УИК №1822",1822,2065,2000,113,67,363,6,1585,6,475,23,458,0,0,12,12,0.0249,53,0.1102,10,0.0208,339,0.7048,44,0.0915
"УИК №1823",1823,2309,2000,123,67,375,5,1564,5,498,25,478,0,0,12,9,0.0179,72,0.1431,21,0.0417,328,0.6521,48,0.0954
"УИК №1824",1824,2193,2000,92,31,279,3,1657,3,371,22,352,0,0,12,14,0.0374,34,0.0909,4,0.0107,278,0.7433,22,0.0588
"УИК №1825",1825,2224,2000,143,54,1478,5,428,5,1344,14,1335,0,0,12,15,0.0111,167,0.1238,29,0.0215,1068,0.7917,56,0.0415
"УИК №1826",1826,1767,1500,79,37,232,10,1216,10,311,12,309,0,0,12,8,0.0249,42,0.1308,12,0.0374,233,0.7259,14,0.0436
"УИК №1827",1827,2341,2000,158,71,362,3,1548,3,516,30,489,0,0,12,16,0.0308,43,0.0829,12,0.0231,390,0.7514,28,0.0539
"УИК №1828",1828,2385,2000,164,63,394,2,1503,2,394,18,378,0,0,12,16,0.0404,58,0.1465,11,0.0278,275,0.6944,18,0.0455
"УИК №1829",1829,1422,1000,55,13,222,2,734,2,277,24,255,0,0,12,15,0.0538,27,0.0968,9,0.0323,189,0.6774,15,0.0538
"УИК №1830",1830,1207,1000,47,11,162,1,801,1,209,10,200,0,0,12,8,0.0381,25,0.119,2,0.0095,161,0.7667,4,0.019
"УИК №1831",1831,2119,1500,100,31,323,1,1107,1,421,21,401,0,0,12,9,0.0213,52,0.1232,7,0.0166,308,0.7299,25,0.0592
"УИК №1832",1832,2473,2000,96,37,357,3,1581,3,451,13,441,0,0,12,8,0.0176,56,0.1233,14,0.0308,341,0.7511,22,0.0485
"УИК №1833",1833,1666,1500,74,35,221,3,1237,3,295,17,281,0,0,12,12,0.0403,35,0.1174,6,0.0201,214,0.7181,14,0.047
"УИК №1834",1834,1833,1500,73,32,232,4,1223,4,304,13,295,0,0,12,3,0.0097,39,0.1266,9,0.0292,220,0.7143,24,0.0779
"УИК №1835",1835,2511,2000,96,33,361,5,1571,5,456,30,431,0,0,12,11,0.0239,44,0.0954,13,0.0282,334,0.7245,29,0.0629
"УИК №1836",1836,2488,2000,136,53,392,3,1522,3,528,31,500,0,0,12,9,0.0169,57,0.1073,11,0.0207,398,0.7495,25,0.0471
"УИК №1837",1837,2410,2000,130,53,349,3,1571,3,478,15,466,0,0,12,18,0.0374,70,0.1455,7,0.0146,352,0.7318,19,0.0395
"УИК №1838",1838,2615,2000,147,53,370,8,1528,8,514,16,506,0,0,12,13,0.0249,59,0.113,13,0.0249,393,0.7529,28,0.0536
"УИК №1839",1839,2609,2000,133,49,409,7,1500,7,540,36,511,0,0,12,11,0.0201,76,0.1389,22,0.0402,380,0.6947,22,0.0402
"УИК №1840",1840,2381,2000,139,38,352,6,1541,6,489,25,470,0,0,12,20,0.0404,75,0.1515,13,0.0263,327,0.6606,35,0.0707
"УИК №1841",1841,2081,1500,80,38,295,2,1161,2,375,24,353,0,0,12,7,0.0186,41,0.1088,5,0.0133,270,0.7162,30,0.0796
"УИК №1842",1842,1634,1500,52,24,228,6,1238,6,280,16,270,0,0,12,9,0.0315,46,0.1608,8,0.028,190,0.6643,17,0.0594
"УИК №1843",1843,2029,1500,85,36,267,5,1179,5,350,22,333,0,0,12,19,0.0535,60,0.169,18,0.0507,209,0.5887,27,0.0761
"УИК №1844",1844,1953,1500,114,42,296,1,1131,1,410,30,381,0,0,12,12,0.0292,54,0.1314,10,0.0243,272,0.6618,33,0.0803
"УИК №1239",1239,1826,1500,238,74,208,15,1113,15,430,23,422,0,0,13,5,0.0112,45,0.1011,11,0.0247,339,0.7618,22,0.0494
"УИК №1240",1240,2050,1700,147,117,380,30,1260,30,526,45,511,0,0,13,10,0.018,84,0.1511,8,0.0144,389,0.6996,20,0.036
"УИК №1241",1241,2523,2000,172,126,527,9,1418,9,699,40,668,0,0,13,17,0.024,112,0.1582,18,0.0254,502,0.709,19,0.0268
"УИК №1242",1242,2428,2000,181,152,506,10,1455,10,687,43,654,0,0,13,15,0.0215,87,0.1248,14,0.0201,520,0.7461,18,0.0258
"УИК №1243",1243,1365,1100,97,55,319,7,732,7,416,50,373,0,0,13,9,0.0213,66,0.156,7,0.0165,282,0.6667,9,0.0213
"УИК №1244",1244,1522,1500,138,93,323,6,1126,6,461,17,450,0,0,13,12,0.0257,61,0.1306,5,0.0107,360,0.7709,12,0.0257
"УИК №1245",1245,1568,1500,126,99,314,8,1151,8,440,23,425,0,0,13,10,0.0223,64,0.1429,18,0.0402,319,0.7121,14,0.0313
